,Avoid,Paved
0.5,91.1510547007083,37.732818811120524
0.55,74.00531563377062,47.711573494040145
0.6000000000000001,90.88249326492787,41.201337404860475
0.6500000000000001,75.33242017418047,47.711573494040145
0.7000000000000002,75.33242017418047,37.10542623174133
0.7500000000000002,64.45842231081146,34.20574607505906
0.8000000000000003,61.24622208443826,39.91156707319452
0.8500000000000003,74.81562841018341,46.15058372102121
0.9000000000000004,71.66082084099327,47.86326960618796
0.9500000000000004,74.09041750453763,46.74841631191474
1.0,72.03734835703045,43.37746147377113
